"household_key","zip5","length_of_residence","income","children","mosaic_household","mosaic_global_household","kcl_b_ind_mosaicsgrouping","new_mover_flag","motorcycle_indicator","sc_vehicle_manufacturer_name","sc_vehicle_model_name","target"
49275813,2910,1,"90-99,999",Yes,Unknown,Unknown,Unknown,N,N,HONDA,CRV,0
86055563,2822,15,"100-149,999",Yes,Platinum Prosperity,Bourgeois Prosperity,Power Elite,N,N,NISSAN,MAXIMA,0
6325133,2816,15,"60-69,999",No,Unknown,Unknown,Unknown,N,N,Unknown,Unknown,0
5238184,2919,0,"0",No,Rooted Flower Power,Post Industrial Survivors,Blue Sky Boomers,N,N,Unknown,Unknown,0
4351292,2904,0,"0",No,Town Elders,Comfortable Retirement,Golden Year Guardians,N,N,Unknown,Unknown,0
14279666,2906,13,"90-99,999",Yes,Silver Sophisticates,Bourgeois Prosperity,Booming with Confidence,N,Y,TOYOTA,CAMRY,0
6649636,2813,1,"60-69,999",No,Reaping Rewards,Comfortable Retirement,Golden Year Guardians,N,N,VOLKSWAGEN,JETTA,1
431187,2920,14,"90-99,999",Yes,Rooted Flower Power,Post Industrial Survivors,Blue Sky Boomers,Y,Y,KIA,SORENTO,1
18009826,2896,13,"100-149,999",No,Aging in Place,Comfortable Retirement,Autumn Years,N,N,FORD,TAURUS,1
10107159,2809,0,"0",No,Unknown,Unknown,Unknown,N,Y,VOLVO,"940",0
90083049,2838,0,"0",No,Family Fun-tastic,Career and Family,Flourishing Families,N,Y,NISSAN,CIVIC,0
10675578,2809,0,"0",No,Rooted Flower Power,Post Industrial Survivors,Blue Sky Boomers,N,Y,SUBARU,FORESTER,0
9004359,2908,0,"0",No,Rooted Flower Power,Post Industrial Survivors,Blue Sky Boomers,N,N,Unknown,Unknown,0
9908775,2920,0,"0",No,Unknown,Unknown,Unknown,N,N,Unknown,Unknown,0
5044672,2864,0,"0",No,Family Fun-tastic,Career and Family,Flourishing Families,N,N,Unknown,Unknown,0
16088613,2842,0,"0",No,Digital Dependents,Hard Working Blue Collar,Singles and Starters,N,N,Unknown,Unknown,1
14713463,2916,6,"30-39,999",Yes,Town Elders,Comfortable Retirement,Golden Year Guardians,N,Y,MERCEDES-BENZ,E350,0
13682332,2882,0,"0",No,Unknown,Unknown,Unknown,N,Y,HONDA,CIVIC,0
4473279,2837,0,"0",No,American Royalty,Bourgeois Prosperity,Power Elite,N,N,TOYOTA,HIGHLANDER,0
20389738,2816,0,"0",No,Sports Utility Families,Career and Family,Surburban Style,Y,N,NISSAN,ALTIMA,0
11625738,2889,15,"175 - 199,999",No,No Place Like Home,Routine Service Workers,Thriving Boomers,N,N,Unknown,Unknown,0
12613159,2896,22,"70-79,999",No,Aging in Place,Comfortable Retirement,Autumn Years,Y,N,KIA,SPECTRA,0
14274465,2906,0,"0",No,American Royalty,Bourgeois Prosperity,Power Elite,N,N,Unknown,Unknown,0
10086297,2920,15,"100-149,999",No,Aging in Place,Comfortable Retirement,Autumn Years,N,Y,TOYOTA,CAMRY,0
61634259,2828,12,"90-99,999",Yes,Unknown,Unknown,Unknown,N,N,HYUNDAI,AZERA,1
12403038,2915,0,"0",No,Aging in Place,Comfortable Retirement,Autumn Years,N,Y,TOYOTA,PRIUS,0
8088610,2893,8,"100-149,999",Yes,Boomers and Boomerangs,Bourgeois Prosperity,Booming with Confidence,N,Y,FORD,TAURUS,1
3656054,2835,0,"0",No,Unknown,Unknown,Unknown,N,N,Unknown,Unknown,0
1559474,2816,0,"0",No,Unknown,Unknown,Unknown,N,N,Unknown,Unknown,0
10556053,2889,13,"100-149,999",Yes,Aging in Place,Comfortable Retirement,Autumn Years,N,Y,TOYOTA,CAMRY,0
6615784,2879,15,"70-79,999",No,Unknown,Unknown,Unknown,N,N,Unknown,Unknown,0
11883768,2905,0,"0",No,Status Seeking Singles,Sophisticated Singles,Young City Solos,N,N,SATURN,VUE,0
13345300,2882,5,"200 - 249,999",Yes,Unknown,Unknown,Unknown,N,Y,MAZDA,PATRIOT,0
9669614,2920,0,"0",No,Unknown,Unknown,Unknown,N,N,Unknown,Unknown,0
1588410,2886,0,"0",No,Aging in Place,Comfortable Retirement,Autumn Years,N,N,Unknown,Unknown,0
1013613,2818,0,"70-79,999",No,American Royalty,Bourgeois Prosperity,Power Elite,N,N,JEEP,LIBERTY,1
10870229,2889,15,"150 - 174,999",Yes,American Royalty,Bourgeois Prosperity,Power Elite,N,N,Unknown,Unknown,0
7721834,2806,0,"0",No,American Royalty,Bourgeois Prosperity,Power Elite,N,N,HONDA,CR-V,0
3992261,2888,0,"0",No,Digital Dependents,Hard Working Blue Collar,Singles and Starters,N,N,Unknown,Unknown,0
6734069,2914,19,"90-99,999",Yes,Rooted Flower Power,Post Industrial Survivors,Blue Sky Boomers,N,Y,MAZDA,CX-7,1
11276738,2882,0,"0",No,Unknown,Unknown,Unknown,N,N,Unknown,Unknown,0
37553607,2907,0,"0",No,Unknown,Unknown,Unknown,N,N,Unknown,Unknown,0
5565272,2816,0,"0",No,Unknown,Unknown,Unknown,N,N,HONDA,CIVIC,0
11276703,2882,0,"0",No,Full Pockets  Empty Nests,Bourgeois Prosperity,Thriving Boomers,N,N,LINCOLN,MKZ,1
3240149,2835,15,"100-149,999",Yes,Silver Sophisticates,Bourgeois Prosperity,Booming with Confidence,N,N,Unknown,Unknown,1
17151180,2827,15,"100-149,999",No,Aging of Aquarius,Bourgeois Prosperity,Booming with Confidence,N,N,Unknown,Unknown,0
1231514,2816,13,"100-149,999",Yes,Aging in Place,Comfortable Retirement,Autumn Years,N,N,Unknown,Unknown,0
507961,2886,0,"0",No,Unknown,Unknown,Unknown,N,N,Unknown,Unknown,0
20515035,2889,11,"30-39,999",No,Unknown,Unknown,Unknown,Y,Y,LINCOLN,TOWN CAR,1
6890692,2920,9,"70-79,999",Yes,Unknown,Unknown,Unknown,N,N,NISSAN,ALTIMA,0
983848,2816,0,"0",No,Aging in Place,Comfortable Retirement,Autumn Years,N,N,Unknown,Unknown,0
8895905,2864,1,"40-49,999",Yes,Status Seeking Singles,Sophisticated Singles,Young City Solos,N,N,HONDA,ACCORD,0
10173965,2914,0,"0",No,Unknown,Unknown,Unknown,N,Y,CHEVROLET,CAVALIER,0
7612113,2818,0,"0",No,American Royalty,Bourgeois Prosperity,Power Elite,Y,N,MERCEDES-BENZ,E350,0
15096826,2883,1,"40-49,999",Yes,Reaping Rewards,Comfortable Retirement,Golden Year Guardians,N,N,JEEP,GRAND CHEROKEE,0
4500791,2893,15,"30-39,999",Yes,Senior Discounts,Low Income Elders,Golden Year Guardians,N,N,TOYOTA,CAMRY,0
19826912,2861,11,"70-79,999",No,Unknown,Unknown,Unknown,N,N,Unknown,Unknown,1
12445453,2882,15,"100-149,999",Yes,Settled in Suburbia,Routine Service Workers,Surburban Style,N,Y,HYUNDAI,SANTA FE,0
15456117,2916,0,"0",No,Unknown,Unknown,Unknown,N,N,Unknown,Unknown,1
4466688,2816,15,"50-59,999",Yes,Aging in Place,Comfortable Retirement,Autumn Years,N,N,MERCURY,GRAND MARQUIS,0
5692915,2816,15,"90-99,999",Yes,Stockcars and State Parks,Routine Service Workers,Family Union,N,N,Unknown,Unknown,0
6306806,2914,10,"90-99,999",Yes,Progressive Potpourri,Routine Service Workers,Middle Class Melting Pot,N,Y,VOLVO,XC90,0
18322715,2852,15,"250K+",Yes,Silver Sophisticates,Bourgeois Prosperity,Booming with Confidence,N,N,Unknown,Unknown,1
7867620,2920,0,"0",No,Unknown,Unknown,Unknown,N,N,NISSAN,MAXIMA,1
15482475,2825,6,"100-149,999",Yes,Unspoiled Splendor,Bourgeois Prosperity,Thriving Boomers,N,Y,LINCOLN,NAVIGATOR,0
4300462,2837,0,"0",No,Unknown,Unknown,Unknown,N,Y,JEEP,COMPASS,0
8313629,2860,15,Under 10K,Yes,Rooted Flower Power,Post Industrial Survivors,Blue Sky Boomers,N,N,TOYOTA,GRAND CHEROKEE,0
4554666,2822,15,"70-79,999",Yes,Sports Utility Families,Career and Family,Surburban Style,N,Y,MAZDA,CX-9,0
3407574,2835,0,"0",No,American Royalty,Bourgeois Prosperity,Power Elite,N,N,FERRARI,"308 GTB",0
507377,2886,0,"0",No,Blue Collar Comfort,Hard Working Blue Collar,Family Union,N,N,Unknown,Unknown,0
8851835,2914,1,"40-49,999",No,Mid-scale Medley,Hard Working Blue Collar,Cultural Connections,N,N,LEXUS,GS350,0
13156490,2809,13,"150 - 174,999",No,Reaping Rewards,Comfortable Retirement,Golden Year Guardians,N,N,Unknown,Unknown,0
7131675,2921,1,"175 - 199,999",Yes,Babies and Bliss,Career and Family,Flourishing Families,N,N,SUBARU,FORESTER,0
8457884,2817,9,"175 - 199,999",Yes,Picture Perfect Families,Career and Family,Power Elite,N,N,FORD,E-250,0
14875828,2906,15,"90-99,999",Yes,Reaping Rewards,Comfortable Retirement,Golden Year Guardians,N,N,HONDA,ACCORD,0
6873797,2920,2,"30-39,999",Yes,Dare to Dream,Metropolitan Strugglers,Aspirational Fusion,N,N,CHRYSLER,PT CRUISER,0
16730390,2852,15,"70-79,999",Yes,Silver Sophisticates,Bourgeois Prosperity,Booming with Confidence,N,N,VOLVO,"240",0
7307565,2806,15,"175 - 199,999",Yes,Silver Sophisticates,Bourgeois Prosperity,Booming with Confidence,N,N,Unknown,Unknown,1
15946197,2895,15,"20-29,999",Yes,Rooted Flower Power,Post Industrial Survivors,Blue Sky Boomers,N,Y,TOYOTA,COROLLA,0
15480650,2825,15,"60-69,999",Yes,Rural Escape,Post Industrial Survivors,Autumn Years,N,Y,HONDA,CIVIC,0
4444784,2911,15,"90-99,999",No,Aging in Place,Comfortable Retirement,Autumn Years,N,Y,TOYOTA,COROLLA,1
5724758,2886,0,"0",No,Unknown,Unknown,Unknown,N,N,Unknown,Unknown,0
18053186,2828,15,Under 10K,Yes,Unknown,Unknown,Unknown,N,N,Unknown,Unknown,0
37533435,2831,0,"90-99,999",No,Aging in Place,Comfortable Retirement,Autumn Years,N,N,TOYOTA,CR-V,1
10898554,2915,13,"50-59,999",Yes,Aging in Place,Comfortable Retirement,Autumn Years,N,N,HONDA,CIVIC,0
653345,2852,1,"90-99,999",Yes,Platinum Prosperity,Bourgeois Prosperity,Power Elite,N,N,Unknown,Unknown,0
14239346,2842,0,"0",No,Settled in Suburbia,Routine Service Workers,Surburban Style,N,N,Unknown,Unknown,0
8619025,2806,15,"200 - 249,999",Yes,American Royalty,Bourgeois Prosperity,Power Elite,N,N,TOYOTA,RAV4,0
5404170,2908,13,"50-59,999",No,Progressive Potpourri,Routine Service Workers,Middle Class Melting Pot,N,N,FORD,CROWN VICTORIA,0
100022741,2864,0,"0",No,Aging in Place,Comfortable Retirement,Autumn Years,N,N,Unknown,Unknown,0
4307556,2864,15,"100-149,999",No,Unknown,Unknown,Unknown,N,N,Unknown,Unknown,0
13386174,2886,15,"175 - 199,999",No,Unknown,Unknown,Unknown,Y,N,Unknown,Unknown,1
6872741,2893,0,"0",No,Dare to Dream,Metropolitan Strugglers,Aspirational Fusion,N,N,Unknown,Unknown,0
13345300,2882,5,"200 - 249,999",Yes,Unknown,Unknown,Unknown,N,N,JEEP,GRAND CHEROKEE,0
15685337,2895,8,"30-39,999",Yes,Progressive Potpourri,Routine Service Workers,Middle Class Melting Pot,N,N,LINCOLN,TOWN CAR,0
3291976,2896,0,"0",No,Unknown,Unknown,Unknown,N,Y,TOYOTA,CAMRY,1
9980273,2895,0,"0",No,Unknown,Unknown,Unknown,N,Y,OLDSMOBILE,INTRIGUE,0
3399486,2816,15,"100-149,999",Yes,No Place Like Home,Routine Service Workers,Thriving Boomers,N,N,HONDA,SIERRA 1500,0
10772388,2860,15,"20-29,999",Yes,Town Elders,Comfortable Retirement,Golden Year Guardians,N,N,Unknown,Unknown,0
5043949,2864,15,"40-49,999",No,Town Elders,Comfortable Retirement,Golden Year Guardians,N,N,LINCOLN,CONTINENTAL,1
14291876,2920,0,"0",No,Blue Collar Comfort,Hard Working Blue Collar,Family Union,N,N,Unknown,Unknown,0
85076303,2852,8,"50-59,999",Yes,Family Fun-tastic,Career and Family,Flourishing Families,N,N,HONDA,FIT,1
589756,2889,13,"90-99,999",Yes,Rooted Flower Power,Post Industrial Survivors,Blue Sky Boomers,N,Y,TOYOTA,HIGHLANDER,1
5074302,2908,0,"0",No,Aging in Place,Comfortable Retirement,Autumn Years,N,N,Unknown,Unknown,0
10707545,2889,0,"0",No,Bohemian Groove,Metropolitan Strugglers,Significant Singles,N,N,Unknown,Unknown,0
94000989,2920,0,"0",No,Aging in Place,Comfortable Retirement,Autumn Years,N,N,FORD,FUSION,0
63157220,2906,15,"90-99,999",No,Unknown,Unknown,Unknown,N,Y,TOYOTA,COROLLA,0
17168355,2871,15,"100-149,999",Yes,Silver Sophisticates,Bourgeois Prosperity,Booming with Confidence,N,N,FORD,MALIBU,1
72238454,2871,2,"175 - 199,999",No,Reaping Rewards,Comfortable Retirement,Golden Year Guardians,N,N,LINCOLN,NAVIGATOR,0
77621912,2861,15,"60-69,999",Yes,Blue Collar Comfort,Hard Working Blue Collar,Family Union,N,Y,HONDA,CIVIC,0
15610220,2920,13,"20-29,999",Yes,No Place Like Home,Routine Service Workers,Thriving Boomers,N,N,NISSAN,SABLE,0
12136776,2920,0,"0",No,Unknown,Unknown,Unknown,N,N,MERCURY,MARAUDER,0
37530110,2816,15,"70-79,999",Yes,Aging in Place,Comfortable Retirement,Autumn Years,N,N,Unknown,Unknown,1
18352901,2896,11,"100-149,999",Yes,Golf Carts and Gourmets,Comfortable Retirement,Booming with Confidence,N,Y,SUBARU,IMPREZA,0
14889490,2916,10,"60-69,999",No,Boomers and Boomerangs,Bourgeois Prosperity,Booming with Confidence,Y,N,TOYOTA,CAMRY,1
1172602,2878,15,"175 - 199,999",Yes,Sports Utility Families,Career and Family,Surburban Style,N,Y,TOYOTA,SIENNA,0
19033251,2917,1,"100-149,999",No,Golf Carts and Gourmets,Comfortable Retirement,Booming with Confidence,N,N,FORD,FUSION,0
592960,2886,15,"90-99,999",Yes,Unknown,Unknown,Unknown,N,Y,HYUNDAI,SANTA FE,0
3756733,2888,13,"100-149,999",Yes,Silver Sophisticates,Bourgeois Prosperity,Booming with Confidence,N,N,DODGE,GRAND CARAVAN,0
86038794,2817,3,"100-149,999",No,Unspoiled Splendor,Unknown,Unknown,N,N,Unknown,Unknown,1
18109233,2906,13,"250K+",No,Silver Sophisticates,Bourgeois Prosperity,Booming with Confidence,N,N,BMW,"530I",0
1686495,2919,14,"100-149,999",No,Unknown,Unknown,Unknown,N,Y,TOYOTA,COROLLA,0
10418982,2920,0,"0",No,Reaping Rewards,Comfortable Retirement,Golden Year Guardians,N,N,Unknown,Unknown,0
37536010,2818,0,"0",No,Unknown,Unknown,Unknown,N,N,ACURA,TL,1
14263564,2825,15,"10-19,999",No,No Place Like Home,Routine Service Workers,Thriving Boomers,N,N,CHEVROLET,MALIBU,0
875,2921,0,"0",No,Couples with Clout,Bourgeois Prosperity,Power Elite,N,N,NISSAN,MAXIMA,0
99704914,2816,12,"200 - 249,999",Yes,Unknown,Unknown,Unknown,N,N,Unknown,Unknown,0
14543767,2916,7,"90-99,999",Yes,Unknown,Unknown,Unknown,N,N,Unknown,Unknown,0
20244426,2886,0,"0",No,Senior Discounts,Low Income Elders,Golden Year Guardians,N,N,TOYOTA,CAMRY,0
6139049,2908,0,"0",No,Dare to Dream,Metropolitan Strugglers,Aspirational Fusion,N,Y,FORD,FUSION,0
10172274,2914,0,"0",No,Digital Dependents,Hard Working Blue Collar,Singles and Starters,N,N,Unknown,Unknown,0
11118752,2889,0,"0",No,Unknown,Unknown,Unknown,N,N,Unknown,Unknown,0
6717319,2904,0,"0",No,Unknown,Unknown,Unknown,N,N,Unknown,Unknown,0
10317308,2905,0,"0",No,Heritage Heights,Metropolitan Strugglers,Cultural Connections,N,N,MG,MGB,0
5658036,2889,0,"0",No,No Place Like Home,Routine Service Workers,Thriving Boomers,N,N,Unknown,Unknown,0
11276703,2882,15,"90-99,999",Yes,Full Pockets  Empty Nests,Bourgeois Prosperity,Thriving Boomers,N,N,Unknown,Unknown,1
18185185,2896,0,"0",No,Platinum Prosperity,Bourgeois Prosperity,Power Elite,N,N,Unknown,Unknown,0
6474861,2914,15,"90-99,999",No,Dare to Dream,Metropolitan Strugglers,Aspirational Fusion,N,N,TOYOTA,IMPREZA,0
5440684,2816,0,"0",No,Aging of Aquarius,Bourgeois Prosperity,Booming with Confidence,N,N,Unknown,Unknown,0
6091357,2860,13,"150 - 174,999",No,Settled in Suburbia,Routine Service Workers,Surburban Style,N,N,LINCOLN,MKZ,0
10292830,2860,15,"50-59,999",No,Progressive Potpourri,Routine Service Workers,Middle Class Melting Pot,N,N,Unknown,Unknown,0
37553607,2907,15,"20-29,999",Yes,Unknown,Unknown,Unknown,N,N,SAAB,"9/5/19 0:00",1
7319944,2871,15,"150 - 174,999",Yes,Picture Perfect Families,Career and Family,Power Elite,N,N,Unknown,Unknown,0
3991428,2888,0,"0",No,Unknown,Unknown,Unknown,N,N,Unknown,Unknown,0
6625531,2893,15,"50-59,999",No,Town Elders,Comfortable Retirement,Golden Year Guardians,N,N,HONDA,ACCORD,0
4667565,2893,15,"60-69,999",Yes,Unknown,Unknown,Unknown,Y,N,Unknown,Unknown,0
2777058,2911,11,"20-29,999",No,Senior Discounts,Low Income Elders,Golden Year Guardians,N,N,Unknown,Unknown,0
18396252,2814,0,"0",No,Unknown,Unknown,Unknown,N,N,HONDA,ODYSSEY,0
3267596,2893,0,"0",No,Unknown,Unknown,Unknown,N,N,Unknown,Unknown,0
37864083,2906,0,"0",No,Full Pockets  Empty Nests,Bourgeois Prosperity,Thriving Boomers,Y,N,HONDA,CIVIC,0
19372689,2910,0,"0",No,Aging in Place,Comfortable Retirement,Autumn Years,N,N,CHEVROLET,MALIBU,0
11310207,2920,15,"60-69,999",Yes,Aging in Place,Comfortable Retirement,Autumn Years,N,N,FORD,FOCUS,0
2692599,2911,0,"0",No,No Place Like Home,Routine Service Workers,Thriving Boomers,N,N,Unknown,Unknown,0
8648687,2889,0,"0",No,Unknown,Unknown,Unknown,N,N,AUDI,A3,0
6784286,2879,0,"0",No,Reaping Rewards,Comfortable Retirement,Golden Year Guardians,N,N,Unknown,Unknown,0
1780350,2911,0,"0",No,Town Elders,Comfortable Retirement,Golden Year Guardians,N,N,Unknown,Unknown,1
19253859,2886,11,"90-99,999",No,Rooted Flower Power,Post Industrial Survivors,Blue Sky Boomers,N,N,TOYOTA,HIGHLANDER,0
10331963,2920,15,"90-99,999",No,Dare to Dream,Metropolitan Strugglers,Aspirational Fusion,N,N,TOYOTA,COROLLA,1
7388615,2806,0,"90-99,999",No,Couples with Clout,Bourgeois Prosperity,Power Elite,N,N,Unknown,Unknown,0
18009826,2896,13,"100-149,999",No,Aging in Place,Comfortable Retirement,Autumn Years,N,Y,FORD,TAURUS,1
6789866,2893,0,"0",No,Aging in Place,Comfortable Retirement,Autumn Years,N,N,Unknown,Unknown,0
15795193,2921,0,"0",No,Aging of Aquarius,Bourgeois Prosperity,Booming with Confidence,N,N,TOYOTA,COROLLA,0
1043184,2911,0,"0",No,Senior Discounts,Low Income Elders,Golden Year Guardians,N,N,Unknown,Unknown,0
18860510,2910,15,"50-59,999",No,Town Elders,Comfortable Retirement,Golden Year Guardians,N,N,MERCURY,MILAN,0
13327038,2822,15,"100-149,999",Yes,Unknown,Unknown,Unknown,N,Y,FORD,TAURUS,0
3015319,2827,0,"0",No,No Place Like Home,Routine Service Workers,Thriving Boomers,Y,Y,SATURN,ION,0
2096491,2886,16,"70-79,999",Yes,Tough Times,Low Income Elders,Economic Challenges,Y,Y,TOYOTA,RANGER,1
9372171,2818,2,"250K+",Yes,Silver Sophisticates,Bourgeois Prosperity,Booming with Confidence,N,N,VOLVO,C30,0
15949351,2906,13,"250K+",No,Platinum Prosperity,Bourgeois Prosperity,Power Elite,N,N,CHEVROLET,VOLT,0
5563869,2893,0,"0",No,Unknown,Unknown,Unknown,N,N,Unknown,Unknown,0
1726871,2852,15,"100-149,999",No,Settled in Suburbia,Routine Service Workers,Surburban Style,N,N,CHRYSLER,PT CRUISER,0
80473577,2905,12,"100-149,999",No,Reaping Rewards,Comfortable Retirement,Golden Year Guardians,N,Y,VOLVO,XC70,0
14620140,2921,12,"100-149,999",Yes,Settled in Suburbia,Routine Service Workers,Surburban Style,N,Y,HONDA,CIVIC,0
3012874,2919,0,"0",No,Rooted Flower Power,Post Industrial Survivors,Blue Sky Boomers,N,N,Unknown,Unknown,0
61214601,2817,15,"100-149,999",No,Aging of Aquarius,Bourgeois Prosperity,Booming with Confidence,N,N,Unknown,Unknown,0
815190,2831,12,"100-149,999",Yes,No Place Like Home,Routine Service Workers,Thriving Boomers,N,N,JEEP,GRAND CHEROKEE,0
540073,2910,15,"50-59,999",Yes,Unknown,Unknown,Unknown,N,N,FORD,TAURUS,1
37544753,2818,15,"200 - 249,999",Yes,Silver Sophisticates,Bourgeois Prosperity,Booming with Confidence,N,Y,SUBARU,GRAND CARAVAN,0
6366607,2893,10,Under 10K,Yes,Settled in Suburbia,Routine Service Workers,Surburban Style,N,N,FORD,TAURUS,0
583741,2874,0,"0",No,Fast Track Couples,Career and Family,Promising Families,N,N,TOYOTA,CAMRY,0
655105,2809,0,"0",No,Reaping Rewards,Comfortable Retirement,Golden Year Guardians,N,N,Unknown,Unknown,0
10759139,2818,0,"0",No,Unknown,Unknown,Unknown,N,N,Unknown,Unknown,1
8928096,2920,0,"0",No,Rooted Flower Power,Post Industrial Survivors,Blue Sky Boomers,N,N,Unknown,Unknown,0
3450533,2818,0,"0",No,Unknown,Unknown,Unknown,N,N,FORD,FOCUS,0
12176609,2842,0,"90-99,999",No,Aging in Place,Comfortable Retirement,Autumn Years,N,N,FORD,F-150,1
9957548,2879,15,"150 - 174,999",Yes,Aging in Place,Comfortable Retirement,Autumn Years,N,N,DODGE,CARAVAN,1
2832826,2893,15,"60-69,999",Yes,No Place Like Home,Routine Service Workers,Thriving Boomers,N,N,Unknown,Unknown,0
16734502,2861,0,"0",No,Senior Discounts,Low Income Elders,Golden Year Guardians,N,N,Unknown,Unknown,0
15080262,2861,15,"40-49,999",Yes,Bohemian Groove,Metropolitan Strugglers,Significant Singles,N,N,Unknown,Unknown,0
11317636,2915,15,"40-49,999",No,No Place Like Home,Routine Service Workers,Thriving Boomers,N,N,DODGE,CARAVAN,0
15672510,2885,0,"0",No,Unknown,Unknown,Unknown,N,N,HONDA,ELEMENT,0
754127,2886,12,"30-39,999",Yes,Aging in Place,Comfortable Retirement,Autumn Years,N,Y,NISSAN,SENTRA,0
10940770,2879,12,"40-49,999",Yes,Full Pockets  Empty Nests,Bourgeois Prosperity,Thriving Boomers,Y,N,Unknown,Unknown,0
6698822,2879,0,"175 - 199,999",No,Unknown,Unknown,Unknown,N,N,Unknown,Unknown,0
2886361,2864,15,"175 - 199,999",Yes,Silver Sophisticates,Bourgeois Prosperity,Booming with Confidence,N,N,TOYOTA,AVALON,0
11149678,2865,0,"0",No,Unknown,Unknown,Unknown,N,N,Toyota,Tundra,0
6963659,2904,9,"90-99,999",No,Unknown,Unknown,Unknown,N,N,MERCEDES-BENZ,"560SL",0
12595803,2842,10,"250K+",No,Silver Sophisticates,Bourgeois Prosperity,Booming with Confidence,N,N,Unknown,Unknown,0
7368075,2920,0,"0",No,Unknown,Unknown,Unknown,N,N,Unknown,Unknown,0
1066940,2816,0,"0",No,Rooted Flower Power,Post Industrial Survivors,Blue Sky Boomers,N,N,TOYOTA,CAMRY,0
37568197,2888,0,"0",No,Rooted Flower Power,Post Industrial Survivors,Blue Sky Boomers,N,N,HYUNDAI,SONATA,0
9811235,2905,0,"0",No,Digital Dependents,Hard Working Blue Collar,Singles and Starters,N,N,Unknown,Unknown,0
5448701,2859,0,"0",No,Unknown,Unknown,Unknown,N,N,HONDA,ACCORD,0
12676555,2842,0,"0",No,Unknown,Unknown,Unknown,N,Y,TOYOTA,TACOMA,0
20669025,2852,15,"90-99,999",Yes,Aging in Place,Comfortable Retirement,Autumn Years,N,N,Unknown,Unknown,0
11804040,2905,0,"60-69,999",No,Aging in Place,Comfortable Retirement,Autumn Years,N,Y,JEEP,GRAND CHEROKEE,0
15868863,2906,15,"175 - 199,999",Yes,Silver Sophisticates,Bourgeois Prosperity,Booming with Confidence,N,Y,CHEVROLET,LACROSSE,0
6853711,2860,8,"50-59,999",No,Rooted Flower Power,Post Industrial Survivors,Blue Sky Boomers,N,N,Unknown,Unknown,1
171827,2886,12,"100-149,999",Yes,Family Fun-tastic,Career and Family,Flourishing Families,N,N,Unknown,Unknown,0
15874339,2909,15,"20-29,999",No,Steadfast Conventionalists,Hard Working Blue Collar,Family Union,N,Y,HONDA,CIVIC,1
4175072,2919,15,"50-59,999",Yes,Aging in Place,Comfortable Retirement,Autumn Years,N,Y,TOYOTA,TL,1
11278643,2882,0,"0",No,Golf Carts and Gourmets,Comfortable Retirement,Booming with Confidence,N,N,VOLKSWAGEN,SL500,0
11059629,2920,15,"70-79,999",No,Aging in Place,Comfortable Retirement,Autumn Years,N,N,Unknown,Unknown,0
6615182,2879,15,"90-99,999",Yes,Birkenstocks and Beemers,Routine Service Workers,Middle Class Melting Pot,N,N,CHEVROLET,CAMARO,0
67338366,2893,0,"0",No,Unknown,Unknown,Unknown,N,N,PONTIAC,SOUL,0
7926145,2893,0,"0",No,Unknown,Unknown,Unknown,N,N,Unknown,Unknown,0
431187,2920,13,"90-99,999",Yes,Rooted Flower Power,Post Industrial Survivors,Blue Sky Boomers,Y,N,KIA,SOUL,0
5068917,2904,0,"0",No,Mid-scale Medley,Hard Working Blue Collar,Cultural Connections,N,N,HONDA,CIVIC,0
20245431,2886,11,"90-99,999",Yes,Aging in Place,Comfortable Retirement,Autumn Years,N,N,NISSAN,MURANO,0
13356608,2889,0,"0",No,No Place Like Home,Routine Service Workers,Thriving Boomers,N,N,TOYOTA,HIGHLANDER,0
7974135,2817,1,"175 - 199,999",No,Golf Carts and Gourmets,Comfortable Retirement,Booming with Confidence,N,N,VOLKSWAGEN,PASSAT,0
7405477,2904,0,"30-39,999",No,Unknown,Unknown,Unknown,Y,N,TOYOTA,COROLLA,0
17806456,2828,15,"40-49,999",No,Unknown,Unknown,Unknown,N,N,LEXUS,ES300,0
11009010,2818,3,"200 - 249,999",No,Unknown,Unknown,Unknown,N,N,Unknown,Unknown,0
7708718,2915,0,"0",No,No Place Like Home,Routine Service Workers,Thriving Boomers,N,N,Unknown,Unknown,0
2716602,2816,13,"30-39,999",Yes,Rooted Flower Power,Post Industrial Survivors,Blue Sky Boomers,N,N,Unknown,Unknown,1
18870374,2917,15,"70-79,999",Yes,Colleges and Cafes,Metropolitan Strugglers,Singles and Starters,N,N,Unknown,Unknown,0
17896696,2852,0,"0",No,Family Fun-tastic,Career and Family,Flourishing Families,N,N,Unknown,Unknown,0
9212615,2840,0,"0",No,Full Pockets  Empty Nests,Bourgeois Prosperity,Thriving Boomers,N,N,Unknown,Unknown,0
8668120,2908,15,"70-79,999",No,Aging in Place,Comfortable Retirement,Autumn Years,N,N,Unknown,Unknown,0
49113925,2910,0,"0",No,Unknown,Unknown,Unknown,Y,N,TOYOTA,COROLLA,0
13121321,2905,0,"0",No,Full Pockets  Empty Nests,Bourgeois Prosperity,Thriving Boomers,N,N,Unknown,Unknown,1
37886899,2818,0,"0",No,Unknown,Unknown,Unknown,N,N,Unknown,Unknown,0
11118106,2889,13,"90-99,999",No,Unknown,Unknown,Unknown,N,N,DODGE,SRX,0
13222767,2915,10,"40-49,999",No,Aging in Place,Comfortable Retirement,Autumn Years,N,N,Unknown,Unknown,0
